city,type,county,state,lat,lng,uv_index,aqi,category,dominant_pollutant,date,temperature,cloud,pressure,wind_speed,rain
Saratoga,City,Santa Clara,california,37.2638,-122.023,2.12,41,Good air quality,pm25,12/1/2018 6:06,56.26,1,1020,2.1,1.02
Sausalito,City,Marin,california,37.8591,-122.485,1.97,44,Good air quality,pm25,12/1/2018 6:06,58.23,20,1020,3.1,1.17
Scotts Valley,City,Santa Cruz,california,37.0511,-122.015,2.19,29,Good air quality,o3,12/1/2018 6:06,55.49,1,1020,2.1,0.76
Seal Beach,City,Orange,california,33.7414,-118.105,3.13,43,Good air quality,pm25,12/1/2018 6:06,63.16,20,1015,5.33,0
Seaside,City,Monterey,california,36.6149,-121.822,2.31,46,Good air quality,pm25,12/1/2018 6:06,54.23,1,1020,4.1,0.38
Sebastopol,City,Sonoma,california,38.4021,-122.824,1.87,49,Good air quality,pm25,12/1/2018 6:06,59,1,1019,4.26,0
Selma,City,Fresno,california,36.5708,-119.612,2.44,82,Moderate air quality,pm25,12/1/2018 6:06,53.15,1,1018,1.91,0
Shafter,City,Kern,california,35.5005,-119.272,2.65,105,Unhealthy for sensitive groups air quality,pm25,12/1/2018 6:06,55.69,75,1019,1.78,0
Shasta Lake,City,Shasta,california,40.6804,-122.371,1.53,64,Moderate air quality,pm25,12/1/2018 6:06,50.81,75,1016,1.5,0
Sierra Madre,City,Los Angeles,california,34.1617,-118.053,3,65,Moderate air quality,pm25,12/1/2018 6:06,62.6,1,1015,2.1,0
Signal Hill,City,Los Angeles,california,33.8045,-118.168,3.05,61,Moderate air quality,pm25,12/1/2018 6:06,63.25,1,1015,3.1,0
Simi Valley,City,Ventura,california,34.2694,-118.781,2.95,34,Good air quality,o3,12/1/2018 6:06,62.85,40,1016,3.6,0
Solana Beach,City,San Diego,california,32.9912,-117.271,3.42,57,Moderate air quality,pm25,12/1/2018 6:06,62.96,40,1016,2.6,0
Soledad,City,Monterey,california,36.4247,-121.326,2.44,57,Moderate air quality,pm25,12/1/2018 6:06,53.82,1,1020,1.91,0.51
Solvang,City,Santa Barbara,california,34.5958,-120.138,2.87,29,Good air quality,pm25,12/1/2018 6:06,61.27,1,1018,4.6,0
Sonoma,City,Sonoma,california,38.2919,-122.458,1.9,52,Moderate air quality,pm25,12/1/2018 6:06,58.75,1,1019,1.01,0.25
Sonora,City,Tuolumne,california,37.9829,-120.382,2.13,76,Moderate air quality,pm25,12/1/2018 6:06,48.87,1,1019,1.56,4.32
South El Monte,City,Los Angeles,california,34.052,-118.047,3,63,Moderate air quality,pm25,12/1/2018 6:06,63.18,1,1015,1.46,0
South Gate,City,Los Angeles,california,33.9547,-118.212,3.05,67,Moderate air quality,pm25,12/1/2018 6:06,63.25,1,1015,2.6,0
South Lake Tahoe,City,El Dorado,california,38.9399,-119.977,2.11,34,Good air quality,o3,12/1/2018 6:06,35.24,1,1016,1.23,0.25
South Pasadena,City,Los Angeles,california,34.1161,-118.15,3,66,Moderate air quality,pm25,12/1/2018 6:06,62.69,1,1015,2.1,0
South San Francisco,City,San Mateo,california,37.6547,-122.408,2.04,64,Moderate air quality,pm25,12/1/2018 6:06,57.85,20,1020,3.1,1.14
Stanton,City,Orange,california,33.8029,-117.993,3.04,53,Moderate air quality,pm25,12/1/2018 6:06,62.83,20,1015,5.33,0
Stockton,City,San Joaquin,california,37.9577,-121.291,2.01,77,Moderate air quality,pm25,12/1/2018 6:06,54.3,1,1019,3.1,2.46
Suisun City,City,Solano,california,38.2382,-122.04,1.94,37,Good air quality,pm25,12/1/2018 6:06,58.26,1,1019,2.1,1.01
Sunnyvale,City,Santa Clara,california,37.3688,-122.036,2.12,57,Moderate air quality,pm25,12/1/2018 6:06,56.8,1,1020,2.1,1.02
Susanville,City,Lassen,california,40.4163,-120.653,1.73,51,Moderate air quality,pm25,12/1/2018 6:06,42.8,40,1015,3.1,0
Sutter Creek,City,Amador,california,38.393,-120.802,1.97,57,Moderate air quality,pm25,12/1/2018 6:06,50.23,1,1018,1.5,0.51
Taft,City,Kern,california,35.1425,-119.457,2.77,75,Moderate air quality,pm25,12/1/2018 6:06,57.92,20,1018,2.1,0
Tehachapi,City,Kern,california,35.1322,-118.449,2.95,51,Moderate air quality,pm25,12/1/2018 6:06,54.81,1,1014,11.8,0
Tehama,City,Tehama,california,40.0271,-122.123,1.62,21,Good air quality,pm25,12/1/2018 6:06,54.43,90,1017,1.5,0
Temecula,City,Riverside,california,33.4936,-117.148,3.24,53,Moderate air quality,pm25,12/1/2018 6:06,61.9,1,1016,0.91,0
Temple City,City,Los Angeles,california,34.1072,-118.058,3,56,Moderate air quality,pm25,12/1/2018 6:06,63.27,1,1015,1.46,0
Thousand Oaks,City,Ventura,california,34.1706,-118.838,3,60,Moderate air quality,pm25,12/1/2018 6:06,62.85,40,1016,3.6,0
Tiburon,Town,Marin,california,37.8735,-122.457,1.97,56,Moderate air quality,pm25,12/1/2018 6:06,58.23,20,1020,3.1,1.17
Torrance,City,Los Angeles,california,33.8358,-118.341,3.05,49,Good air quality,pm25,12/1/2018 6:06,63.25,1,1015,2.6,0
Tracy,City,San Joaquin,california,37.7397,-121.425,2.09,70,Moderate air quality,pm25,12/1/2018 6:06,56.64,1,1019,3.1,1.52
Trinidad,City,Humboldt,california,41.0593,-124.143,1.43,22,Good air quality,o3,12/1/2018 6:06,48.15,75,1015,5.1,0
Truckee,Town,Nevada,california,39.328,-120.183,1.98,53,Moderate air quality,pm25,12/1/2018 6:06,35.28,1,1016,1.13,0.25
Tulare,City,Tulare,california,36.2077,-119.347,2.56,117,Unhealthy for sensitive groups air quality,pm25,12/1/2018 6:06,54.05,90,1019,2.11,0
Tulelake,City,Siskiyou,california,41.956,-121.477,1.41,52,Moderate air quality,pm25,12/1/2018 6:06,33.98,75,1011,4.6,0
Turlock,City,Stanislaus,california,37.4947,-120.847,2.17,82,Moderate air quality,pm25,12/1/2018 6:06,52.61,1,1019,2.1,2.42
Tustin,City,Orange,california,33.742,-117.824,3.12,37,Good air quality,pm25,12/1/2018 6:06,62.58,1,1016,0.83,0
Twentynine Palms,City,San Bernardino,california,34.1356,-116.054,3.11,45,Good air quality,o3,12/1/2018 6:06,60.98,1,1017,2.6,0
Ukiah,City,Mendocino,california,39.1502,-123.208,1.77,61,Moderate air quality,pm25,12/1/2018 6:06,50,90,1018,1.5,0
Union City,City,Alameda,california,37.5934,-122.044,2.03,47,Good air quality,pm25,12/1/2018 6:06,57.02,1,1020,2.1,1.14
Upland,City,San Bernardino,california,34.0975,-117.648,3.06,57,Moderate air quality,pm25,12/1/2018 6:06,63.01,1,1016,2.1,0
Vacaville,City,Solano,california,38.3566,-121.988,1.89,63,Moderate air quality,pm25,12/1/2018 6:06,58.06,1,1019,2.1,0
Vallejo,City,Solano,california,38.1041,-122.257,1.92,61,Moderate air quality,pm25,12/1/2018 6:06,58.35,1,1020,2.1,0.51
Ventura,City,Ventura,california,34.2805,-119.295,2.94,58,Moderate air quality,pm25,12/1/2018 6:06,64,1,1016,5.96,0
Vernon,City,Los Angeles,california,34.0039,-118.23,3,69,Moderate air quality,pm25,12/1/2018 6:06,63.16,1,1015,2.6,0
Victorville,City,San Bernardino,california,34.5362,-117.293,2.98,58,Moderate air quality,pm25,12/1/2018 6:06,58.3,75,1015,5.1,0
Villa Park,City,Orange,california,33.814,-117.822,3.04,54,Moderate air quality,pm25,12/1/2018 6:06,62.56,1,1016,0.83,0
Visalia,City,Tulare,california,36.3302,-119.292,2.51,117,Unhealthy for sensitive groups air quality,pm25,12/1/2018 6:06,53.65,90,1019,1.91,0
Vista,City,San Diego,california,33.2,-117.243,3.33,54,Moderate air quality,pm25,12/1/2018 6:06,63.18,1,1016,1.21,0
Walnut,City,Los Angeles,california,34.0203,-117.865,3.02,57,Moderate air quality,pm25,12/1/2018 6:06,62.92,1,1015,0.53,0
Walnut Creek,City,Contra Costa,california,37.9101,-122.065,2,57,Moderate air quality,pm25,12/1/2018 6:06,58.1,1,1020,2.1,1.14
Wasco,City,Kern,california,35.5941,-119.341,2.65,90,Moderate air quality,pm25,12/1/2018 6:06,55.74,75,1019,1.78,0
Waterford,City,Stanislaus,california,37.6413,-120.76,2.11,73,Moderate air quality,pm25,12/1/2018 6:06,51.08,1,1019,2.1,2.42
Watsonville,City,Santa Cruz,california,36.9102,-121.757,2.23,56,Moderate air quality,pm25,12/1/2018 6:06,54.59,1,1020,1.36,0.89
Weed,City,Siskiyou,california,41.4226,-122.386,1.48,61,Moderate air quality,pm25,12/1/2018 6:06,42.33,90,1013,2.6,0
West Covina,City,Los Angeles,california,34.0686,-117.939,3.02,67,Moderate air quality,pm25,12/1/2018 6:06,62.92,1,1015,1.46,0
West Hollywood,City,Los Angeles,california,34.09,-118.362,2.98,66,Moderate air quality,pm25,12/1/2018 6:06,63.37,1,1015,2.1,0
West Sacramento,City,Yolo,california,38.5805,-121.53,1.86,54,Moderate air quality,pm25,12/1/2018 6:06,55.42,1,1019,2.1,0
Westlake Village,City,Los Angeles,california,34.1466,-118.807,3,40,Good air quality,pm25,12/1/2018 6:06,62.85,40,1016,3.6,0
Westminster,City,Orange,california,33.7592,-117.99,3.04,56,Moderate air quality,pm25,12/1/2018 6:06,62.83,20,1015,5.33,0
Westmorland,City,Imperial,california,33.0373,-115.621,3.28,80,Moderate air quality,pm25,12/1/2018 6:06,69.15,1,1014,7.7,0
Wheatland,City,Yuba,california,39.0099,-121.423,1.8,41,Good air quality,pm25,12/1/2018 6:06,55.87,1,1017,3.1,0
Whittier,City,Los Angeles,california,33.9792,-118.033,3.05,60,Moderate air quality,pm25,12/1/2018 6:06,63.55,1,1015,1.46,0
Wildomar,City,Riverside,california,33.5989,-117.28,3.19,35,Good air quality,o3,12/1/2018 6:06,61.88,1,1016,0.91,0
Williams,City,Colusa,california,39.1546,-122.149,1.76,68,Moderate air quality,pm25,12/1/2018 6:06,57.65,1,1018,2.1,0
Willits,City,Mendocino,california,39.4096,-123.356,1.73,44,Good air quality,pm25,12/1/2018 6:06,50,90,1018,1.5,0
Willows,City,Glenn,california,39.5243,-122.194,1.69,55,Moderate air quality,pm25,12/1/2018 6:06,57.02,20,1018,2.6,0
Windsor,Town,Sonoma,california,38.5471,-122.816,1.83,40,Good air quality,pm25,12/1/2018 6:06,59,1,1019,4.26,0
Winters,City,Yolo,california,38.5249,-121.971,1.85,56,Moderate air quality,pm25,12/1/2018 6:06,57.33,1,1019,2.1,0
Woodlake,City,Tulare,california,36.4136,-119.099,2.53,84,Moderate air quality,pm25,12/1/2018 6:06,52.99,90,1019,1.91,0
Woodland,City,Yolo,california,38.6785,-121.773,1.85,71,Moderate air quality,pm25,12/1/2018 6:06,57.16,1,1019,2.1,0
Woodside,Town,San Mateo,california,37.4299,-122.254,2.1,51,Moderate air quality,pm25,12/1/2018 6:06,56.77,1,1020,2.1,1.02
Yorba Linda,City,Orange,california,33.8885,-117.813,3.04,57,Moderate air quality,pm25,12/1/2018 6:06,62.92,1,1016,2.1,0
Yountville,Town,Napa,california,38.4016,-122.361,1.9,30,Good air quality,pm25,12/1/2018 6:06,58.89,1,1019,1.01,0
Yreka,City,Siskiyou,california,41.7354,-122.634,1.41,56,Moderate air quality,pm25,12/1/2018 6:06,41.76,75,1013,1.03,0
Yuba City,City,Sutter,california,39.1404,-121.617,1.78,58,Moderate air quality,pm25,12/1/2018 6:06,56.12,1,1017,3.1,0
Yucaipa,City,San Bernardino,california,34.0336,-117.043,3.1,58,Moderate air quality,pm25,12/1/2018 6:06,59.79,1,1016,0.71,0
Yucca Valley,Town,San Bernardino,california,34.1142,-116.432,3.13,48,Good air quality,o3,12/1/2018 6:06,60.98,1,1017,2.6,0
